smiles,pred_pIC50,novel,formula,MW,LogP,HBD,HBA,TPSA,RotBonds,HeavyAtoms,Fsp3,MR,Rings,AromaticRings,QED,Lipinski,LipViolations,Ghose,Veber,Egan,Muegge,LeadLike,ESOL_logS,Solubility,GI_absorption,BBB,Pgp_substrate,LogKp,CYP1A2_inhibitor,CYP2C9_inhibitor,CYP2C19_inhibitor,CYP2D6_inhibitor,CYP3A4_inhibitor,hERG,PAINS
CCC1=C2c3ccc(O)cc3CC2(Cc2ccccc2)CC(O)=CC1,7.186,True,C23H24O2,332.4,5.58,2,2,40.5,3,25,0.3,101.5,4,2,0.77,False,1,True,True,True,False,False,-5.57,Moderately Soluble,High,True,False,-4.37,False,False,True,False,True,Low,
CCN1CCN(Cc2ccc(O)c(C)c2)c2ccc(O)cc2C1=O,6.351,True,C19H22N2O3,326.4,2.89,2,4,64.0,3,24,0.32,93.6,3,2,0.91,True,0,True,True,True,True,True,-3.86,Soluble,High,True,False,-6.24,False,False,True,True,False,Medium,
CCC1=C2c3ccc(O)cc3CC2(c2ccccc2)CCOc2cc(O)ccc21,7.283,True,C26H24O3,384.5,5.7,2,3,49.7,2,29,0.23,115.3,5,3,0.596,False,1,False,True,True,False,False,-6.14,Insoluble,High,True,False,-4.6,False,False,True,False,True,Low,
CC1=C(Sc2ccc(O)cc2)C(c2ccc(O)cc2)C1,6.871,True,C17H16O2S,284.4,4.65,2,3,40.5,3,20,0.18,82.1,3,2,0.861,True,0,True,True,True,True,False,-4.78,Moderately Soluble,High,True,False,-4.73,False,False,True,False,True,Low,
CCN1CC(c2ccc(O)cc2)(c2ccc(OCCN3CCCC3)cc2)c2ccc(O)cc21,7.414,True,C28H32N2O3,444.6,4.75,2,5,56.2,7,33,0.36,131.6,5,3,0.551,True,0,False,True,True,True,False,-5.53,Moderately Soluble,High,True,False,-5.64,False,False,True,True,True,High,
Oc1ccc(-c2cc(Cl)nc3cc(O)ccc23)cc1,6.422,True,C15H10ClNO2,271.7,3.97,2,3,53.4,1,19,0.0,75.5,3,3,0.659,True,0,False,True,True,True,True,-4.58,Moderately Soluble,High,True,False,-5.14,False,False,True,False,True,Low,
CCC1=C2c3ccc(O)cc3SCC2(c2ccccc2)C(=O)N1,6.411,True,C19H17NO2S,323.4,3.69,2,3,49.3,2,23,0.21,92.3,4,2,0.886,True,0,True,True,True,True,True,-4.42,Moderately Soluble,High,True,False,-5.65,False,False,True,False,True,Low,
Cc1cc(-c2ccc(O)cc2)cnc1-c1cncc(Cl)c1,6.435,True,C17H13ClN2O,296.8,4.48,1,3,46.0,2,21,0.06,84.3,3,3,0.758,True,0,True,True,True,True,False,-5.0,Moderately Soluble,High,True,False,-4.93,True,False,True,False,True,Low,
CC1(Cc2ccc(O)cc2)C(=O)c2cc(O)ccc21,6.277,True,C16H14O3,254.3,2.79,2,3,57.5,2,19,0.19,71.6,3,2,0.866,True,0,False,True,True,True,True,-3.51,Soluble,High,True,False,-5.87,False,False,True,False,False,Low,
CC1=C(c2ccc(O)cc2)C(c2ccc(OCCN3CCOC3)cc2)N1CCOc1ccc2c(c1)OCC2,7.88,True,C31H34N2O5,514.6,4.86,1,7,63.6,10,38,0.35,145.6,6,3,0.415,False,1,False,True,True,True,False,-5.78,Moderately Soluble,High,True,False,-5.99,True,False,False,False,True,High,
CCCn1c(-c2ccc(O)cc2)nc2c(C)cc(N)cc21,6.14,True,C17H19N3O,281.4,3.71,2,3,64.1,3,21,0.24,86.3,3,3,0.719,True,0,True,True,True,True,True,-4.25,Moderately Soluble,High,True,False,-5.38,False,False,True,True,True,Medium,
CCC1=C2c3ccc(O)cc3OCC2c2ccc(Cl)cc21,7.097,True,C18H15ClO2,298.8,4.86,1,2,29.5,1,21,0.22,84.9,4,2,0.815,True,0,True,True,True,True,False,-5.11,Moderately Soluble,High,True,False,-4.67,True,False,True,False,True,Low,
CCN1CC[SH](c2ccc(O)cc2)C(c2cccc(O)c2)C1,6.657,True,C18H23NO2S,317.5,3.53,3,3,43.7,3,22,0.33,93.2,3,2,0.759,True,0,True,True,True,True,True,-4.24,Moderately Soluble,High,True,False,-5.73,False,False,True,True,True,Medium,
CCC1=C2c3ccc(O)cc3NC2C(c2ccccc2)Cc2ccc(O)cc21,7.562,True,C25H23NO2,369.5,5.55,3,3,52.5,2,28,0.2,113.6,5,3,0.555,False,1,True,True,True,False,False,-5.97,Moderately Soluble,High,True,False,-4.61,False,False,True,True,True,High,
CCC1=C2c3ccc(O)cc3CCC2c2ccccc2OCC1,7.079,True,C21H22O2,306.4,5.07,1,2,29.5,1,23,0.33,92.9,4,2,0.797,False,1,True,True,True,False,False,-5.25,Moderately Soluble,High,True,False,-4.57,True,False,True,False,True,Low,
CCC1=C2C(=C(c3ccccc3)C1Cl)c1cc(O)ccc12,7.555,True,C19H15ClO,294.8,5.1,1,1,20.2,2,21,0.16,88.2,4,2,0.764,False,1,True,True,True,False,False,-5.17,Moderately Soluble,High,True,False,-4.48,True,False,True,False,True,Low,
CC(=O)C1=CCN2CCc3cc(O)ccc3OC2(Cc2ccccc2)CC1,6.461,True,C23H25NO3,363.5,3.88,1,4,49.8,3,27,0.35,104.9,4,2,0.899,True,0,True,True,True,True,True,-4.67,Moderately Soluble,High,True,False,-5.76,True,False,True,True,True,Medium,
CCN1CC(c2ccc(O)cc2)C(c2ccc(OCCCN3CCOC3)cc2)Oc2ccc(O)cc21,8.618,True,C29H34N2O5,490.6,4.9,2,7,74.6,8,36,0.38,139.2,5,3,0.435,True,0,False,True,True,True,False,-5.81,Moderately Soluble,High,False,False,-5.81,False,False,True,True,True,High,
COCC(O)c1cc2c1ncc1c(-c3ccccc3)ccc(O)sc12,6.029,True,C20H17NO3S,351.4,4.5,2,5,62.6,4,25,0.15,101.1,4,4,0.568,True,0,True,True,True,True,False,-5.15,Moderately Soluble,High,True,False,-5.25,False,False,True,False,True,Low,
CCC1=C2c3ccc(O)cc3SCC2c2ccccc2NCC1,6.95,True,C20H21NOS,323.5,5.26,2,3,32.3,1,23,0.3,98.3,4,2,0.75,False,1,True,True,True,False,False,-5.48,Moderately Soluble,High,True,False,-4.54,False,False,True,True,True,High,
CCN1CCN(CCOc2cc(O)cc(F)c2)C(c2ccccc2)C(=O)O1,6.169,True,C20H23FN2O4,374.4,2.75,1,6,62.2,6,27,0.35,97.7,3,2,0.839,True,0,True,True,True,True,True,-3.82,Soluble,High,True,False,-6.63,True,False,True,True,False,Medium,
CC1=C(c2ccc(O)cc2)C(c2cccc(O)c2)SSc2ccc(O)cc21,7.592,True,C22H18O3S2,394.5,6.23,3,5,60.7,2,27,0.09,113.0,4,3,0.45,False,1,False,True,False,False,False,-6.57,Insoluble,High,False,False,-4.28,False,False,True,False,True,Low,
CCC1=C2c3ccc(O)cc3CS2(c2ccc(OCCN3CCOC3)cc2)C1,7.28,True,C23H27NO3S,397.5,4.57,1,4,41.9,6,28,0.39,114.1,5,2,0.775,True,0,True,True,True,True,False,-5.11,Moderately Soluble,High,True,False,-5.48,True,False,True,True,True,High,
O=C(c1cccc(Br)c1)c1ccc(O)cc1F,6.413,True,C13H8BrFO2,295.1,3.52,1,2,37.3,2,17,0.0,65.6,2,2,0.861,True,0,False,True,True,True,True,-4.28,Moderately Soluble,High,True,False,-5.6,True,False,True,False,True,Low,
CCC1=C2c3ccc(O)cc3CS2(c2ccc(OCCN(C)C)cc2)C1,6.941,True,C22H27NO2S,369.5,4.84,1,3,32.7,6,26,0.36,110.2,4,2,0.79,True,0,True,True,True,True,False,-5.13,Moderately Soluble,High,True,False,-5.12,True,False,True,True,True,High,
O=C1COC(c2ccccc2)C(c2ccccc2)C(c2ccc(O)cc2)C1,6.799,True,C24H22O3,358.4,4.99,1,3,46.5,3,27,0.21,104.8,4,3,0.717,True,0,True,True,True,True,False,-5.5,Moderately Soluble,High,True,False,-4.94,True,False,True,False,True,Low,
CN(C)c1ccc(-c2ccc(O)cc3cncc2-3)cc1,6.107,True,C17H16N2O,264.3,3.63,1,3,36.4,2,20,0.12,82.3,3,1,0.768,True,0,True,True,True,True,True,-4.22,Moderately Soluble,High,True,False,-5.33,False,False,True,True,False,Medium,
CCC1CN2CCOc3cc(O)ccc3C12CCc1ccc(O)cc1,6.289,True,C21H25NO3,339.4,3.66,2,4,52.9,4,25,0.43,97.1,4,2,0.892,True,0,True,True,True,True,True,-4.34,Moderately Soluble,High,True,False,-5.77,False,False,True,True,True,Medium,
Oc1ccc2c(c1)C(c1ccccc1)C2Oc1ccc(OCCN2CCCO2)cc1,7.183,True,C25H25NO4,403.5,4.67,1,5,51.2,7,30,0.28,113.8,5,3,0.621,True,0,True,True,True,True,False,-5.27,Moderately Soluble,High,True,False,-5.45,True,False,True,True,True,High,
C=C1C(CC)=C2c3ccc(O)cc3CC12Cc1ccc(O)cc1,7.75,True,C21H20O2,304.4,4.62,2,2,40.5,3,23,0.24,92.4,4,2,0.869,True,0,True,True,True,True,False,-4.82,Moderately Soluble,High,True,False,-4.88,False,False,True,False,True,Low,
CCC1=C2c3ccc(O)cc3SC2(c2cccc(O)c2)C(=O)c2ccc(O)cc21,7.254,True,C24H18O4S,402.5,5.32,3,5,77.8,2,29,0.12,113.3,5,3,0.541,False,1,True,True,True,False,False,-6.02,Insoluble,High,False,True,-4.98,False,False,True,False,True,Low,
CN1CCN(c2ccc(Nc3ccc(O)cc4scc3-4)cc2)C1,6.499,True,C18H19N3OS,325.4,4.01,2,5,38.7,3,23,0.22,97.2,4,1,0.763,True,0,True,True,True,True,False,-4.67,Moderately Soluble,High,True,False,-5.44,False,False,True,True,False,High,anil_di_alk_A(478)
CC1=C(c2ccc(O)cc2)C2C1=CC=C(O)C=C1CCC(=O)N2C1,6.339,True,C20H19NO3,321.4,3.48,2,3,60.8,1,24,0.25,92.3,4,1,0.832,True,0,True,True,True,True,True,-4.14,Moderately Soluble,High,True,False,-5.79,False,False,True,False,False,Low,
CCC1=C2c3ccc(O)cc3CC2(c2ccccc2)C(c2ccccc2O)C1,7.143,True,C26H24O2,368.5,5.94,2,2,40.5,3,28,0.23,112.6,5,3,0.6,False,1,False,True,False,False,False,-6.15,Insoluble,High,False,False,-4.33,False,False,True,False,True,Low,
Oc1ccc(C2=Cc3cc(O)ccc3C2c2ccccc2)cc1,7.303,True,C21H16O2,300.4,4.78,2,2,40.5,2,23,0.05,92.4,4,3,0.714,True,0,True,True,True,True,False,-5.16,Moderately Soluble,High,True,False,-4.74,False,False,True,False,True,Low,
CC1=C(c2ccc(O)cc2)C1c1ccc(O)cc1CCOc1ccc(O)cc1,6.863,True,C24H22O4,374.4,5.0,3,4,69.9,6,28,0.17,108.9,4,3,0.568,True,0,True,True,True,True,False,-5.39,Moderately Soluble,High,True,False,-5.03,False,False,True,False,True,Low,
CCC1=C2C(=Cc3ccc(O)cc3NC1CO)c1cc(O)ccc12,6.958,True,C20H19NO3,321.4,3.6,4,4,72.7,2,24,0.2,95.8,4,2,0.682,True,0,True,True,True,True,True,-4.34,Moderately Soluble,High,False,False,-5.7,False,False,True,True,True,Medium,
C=C1C(c2ccccc2)N(CCOc2cc(O)cc(F)c2)CCN1CC,6.162,True,C21H25FN2O2,356.4,3.8,1,4,35.9,6,26,0.33,100.7,3,2,0.854,True,0,True,True,True,True,True,-4.39,Moderately Soluble,High,True,False,-5.78,True,False,True,True,True,Medium,
OCCN1CCCOc2cc(O)ccc2C1c1ccc(O)cc1,6.178,True,C18H21NO4,315.4,2.26,3,5,73.2,3,23,0.33,86.8,3,2,0.81,True,0,True,True,True,True,True,-3.41,Soluble,High,False,False,-6.62,False,False,True,True,False,Medium,
CCOc1ccc(-n2c3ccc(O)cc3n2Cc2ccccc2)cc1,6.928,True,C21H20N2O2,332.4,4.58,1,2,39.3,5,25,0.14,99.6,4,4,0.581,True,0,True,True,True,True,False,-5.05,Moderately Soluble,High,True,False,-5.08,True,False,True,False,True,Low,
CCC1=C2c3ccc(O)cc3CC2(Cc2ccccc2C(=O)O)C=C1,7.092,True,C22H20O3,332.4,4.61,2,2,57.5,4,25,0.23,97.7,4,2,0.859,True,0,True,True,True,True,False,-4.9,Moderately Soluble,High,True,False,-5.05,False,True,True,False,True,Low,
Oc1ccc(C2=C(c3ccc(OCCN4CCOC4)cc3)c3cc(O)ccc32)cc1,7.738,True,C25H23NO4,401.5,4.09,2,5,62.2,6,30,0.2,115.6,5,3,0.51,True,0,True,True,True,True,False,-4.95,Moderately Soluble,High,True,False,-5.85,False,False,True,True,True,High,
CC1=C(Nc2ccc(O)cc2)C(c2cccc(O)c2)CS1,6.689,True,C17H17NO2S,299.4,4.27,3,4,52.5,3,21,0.18,87.7,3,2,0.741,True,0,True,True,True,True,False,-4.61,Moderately Soluble,High,True,False,-5.09,False,False,True,True,True,High,
O=C1CC(Cc2ccc(O)cc2)C(c2ccccc2)C1,6.248,True,C18H18O2,266.3,3.7,1,2,37.3,3,20,0.28,78.7,3,2,0.919,True,0,True,True,True,True,True,-4.07,Moderately Soluble,High,True,False,-5.3,True,False,True,False,True,Low,
Oc1ccc(C2=Cc3cc(O)ccc3NC2c2cccc(O)c2)cc1,6.685,True,C21H17NO3,331.4,4.51,4,4,72.7,2,25,0.05,98.6,4,3,0.521,True,0,True,True,True,True,False,-5.14,Moderately Soluble,High,False,False,-5.12,False,False,True,True,True,High,
CCN1CCN2Cc3ccc(O)cc3C(=O)CCCOC1=CC=C2O,6.334,True,C19H24N2O4,344.4,2.76,2,6,73.2,1,25,0.42,94.1,4,1,0.816,True,0,True,True,True,True,True,-3.83,Soluble,High,False,False,-6.44,False,False,True,True,False,Medium,
CC(=O)C1CN(c2ccc(O)cc2)C(c2ccccc2)C1COc1ccc(O)cc1,6.556,True,C25H25NO4,403.5,4.56,2,5,70.0,6,30,0.24,115.9,4,3,0.631,True,0,True,True,True,True,False,-5.26,Moderately Soluble,High,True,False,-5.52,False,False,True,True,True,High,
CCC12CCC1=CC(O)=CC=C1COC(=O)c3cc(O)ccc3C2=N1,6.28,True,C20H19NO4,337.4,3.81,2,5,79.1,1,25,0.3,93.8,4,1,0.764,True,0,True,True,True,True,True,-4.44,Moderately Soluble,High,False,False,-5.65,False,False,True,True,False,Medium,
CC12C(=C(CCO)c3cc(O)ccc31)c1ccc(O)cc12,6.514,True,C18H16O3,280.3,3.02,3,3,60.7,2,21,0.22,81.2,4,2,0.792,True,0,True,True,True,True,True,-3.77,Soluble,High,True,False,-5.87,False,False,True,False,True,Low,
CCCN1CC(c2ccc(O)cc2)C(=O)c2cc(O)ccc21,6.577,True,C18H19NO3,297.4,3.29,2,4,60.8,3,22,0.28,85.8,3,2,0.912,True,0,True,True,True,True,True,-3.96,Soluble,High,True,False,-5.78,False,False,True,True,True,Medium,
Oc1ccc(C2c3ccc(O)cc3C=CC2c2ccccc2)cc1,7.476,True,C22H18O2,314.4,5.04,2,2,40.5,2,24,0.09,96.3,4,3,0.695,False,1,True,True,True,False,False,-5.39,Moderately Soluble,High,True,False,-4.64,False,False,True,False,True,Low,
CC(c1ccc(O)cc1)N1CCOC2C3=CC(O)=CC=C1C2=CC=C3CN1C=CN(C)CC1,6.734,True,C27H31N3O3,445.6,4.0,2,6,59.4,4,33,0.33,129.4,5,1,0.731,True,0,True,True,True,True,False,-5.0,Moderately Soluble,High,True,False,-6.18,False,False,True,True,False,Medium,
O=C1CC(c2cccc(O)c2)C(c2ccccc2)C(c2ccccc2)CS1,6.659,True,C24H22O2S,374.5,5.71,1,3,37.3,3,27,0.21,111.3,4,3,0.638,False,1,False,True,True,False,False,-6.05,Insoluble,High,True,False,-4.53,True,False,True,False,True,Low,
Oc1ccc(-c2ccc(SC(C(F)F)N3CCNCC3)nc2)cc1,6.262,True,C17H19F2N3OS,351.4,3.04,2,5,48.4,5,24,0.35,91.4,3,2,0.811,True,0,True,True,True,True,True,-3.98,Soluble,High,True,False,-6.29,False,False,True,True,True,Medium,
O=C1CC(c2ccc(O)cc2)C(c2ccccc2)C=Cc2ccc(O)cc21,7.168,True,C24H20O3,356.4,5.27,2,3,57.5,2,27,0.12,106.1,4,3,0.658,False,1,True,True,True,False,False,-5.73,Moderately Soluble,High,True,False,-4.73,False,False,True,False,True,Low,
CCN1CCc2cc(O)ccc2N1CCc1ccc(C(O)=NO)cc1,6.298,True,C19H23N3O3,341.4,2.93,3,5,79.5,5,25,0.32,97.5,3,2,0.337,True,0,True,True,True,True,True,-3.83,Soluble,High,False,False,-6.3,False,False,True,True,False,Medium,
OCCNc1ccc(O)cc2c(=S)nc(-c3ccc(O)cc3)cc1-2,6.609,True,C18H16N2O3S,340.4,3.4,4,6,85.6,4,24,0.11,96.0,3,1,0.545,True,0,True,True,True,True,True,-4.35,Moderately Soluble,High,False,False,-5.96,False,False,True,True,False,Medium,
CN1CCN(c2ccc(C(F)(F)F)cc2)C(c2ccccc2O)C1,6.217,True,C18H19F3N2O,336.4,3.9,1,3,26.7,2,24,0.33,87.1,3,2,0.901,True,0,True,True,True,True,True,-4.62,Moderately Soluble,High,True,False,-5.58,True,False,True,True,True,Medium,mannich_A(296)
CCN1CC(c2ccc(O)cc2)N(c2ccc(OCCN3CCCC3)cc2)Oc2ccc(O)cc21,8.277,True,C28H33N3O4,475.6,4.95,2,7,68.6,7,35,0.36,137.6,5,3,0.501,True,0,False,True,True,True,False,-5.83,Moderately Soluble,High,True,False,-5.69,False,False,True,True,True,High,
CCC1=C2c3ccc(O)cc3SCC2(Cc2ccccc2)CC1=O,7.14,True,C21H20O2S,336.5,4.86,1,3,37.3,3,24,0.29,98.2,4,2,0.869,True,0,True,True,True,True,False,-5.16,Moderately Soluble,High,True,False,-4.9,True,False,True,False,True,Low,
O=C1c2cc(O)ccc2C(CO)CN(Cc2ccc(O)cc2)C1c1ccccc1,6.642,True,C24H23NO4,389.5,3.61,3,5,81.0,4,29,0.21,110.0,4,3,0.635,True,0,True,True,True,True,True,-4.73,Moderately Soluble,High,False,False,-6.11,False,False,True,True,True,Medium,
CCN1CC(c2ccc(O)cc2)C1c1ccc(O)cc1CN(C)C,6.459,True,C20H26N2O2,326.4,3.32,2,4,46.9,5,24,0.4,96.3,3,2,0.885,True,0,True,True,True,True,True,-4.0,Moderately Soluble,High,True,False,-5.93,False,False,True,True,True,Medium,
OCc1ccc(N2CCc3cc(O)ccc3C2c2ccc(O)cc2)cc1,6.835,True,C22H21NO3,347.4,3.74,3,4,63.9,3,26,0.18,101.5,4,3,0.675,True,0,True,True,True,True,True,-4.67,Moderately Soluble,High,True,False,-5.76,False,False,True,True,True,Medium,anil_di_alk_D(198)
CCN1Cc2cc(O)ccc2C(c2ccc(O)cc2)C1,6.417,True,C17H19NO2,269.3,3.07,2,3,43.7,2,20,0.29,79.0,3,2,0.88,True,0,True,True,True,True,True,-3.75,Soluble,High,True,False,-5.76,False,False,True,True,True,Medium,
CCS1=C(c2ccc(O)cc2)C(=O)c2c(O)cccc21,6.091,True,C16H14O3S,286.4,3.16,2,3,57.5,2,20,0.12,81.1,3,2,0.834,True,0,True,True,True,True,True,-3.92,Soluble,High,True,False,-5.8,False,False,True,False,True,Low,thio_ketone(43)
C=C1C(CC)=C2c3ccc(O)cc3CCN2C1c1ccc(O)cc1,7.043,True,C21H21NO2,319.4,4.39,2,3,43.7,2,24,0.24,95.7,4,2,0.863,True,0,True,True,True,True,False,-4.82,Moderately Soluble,High,True,False,-5.13,False,False,True,True,True,High,
CCC1=C2c3ccc(O)cc3CC2[SH](c2cccc(O)c2)CC1=O,6.931,True,C20H20O3S,340.4,3.83,3,3,57.5,2,24,0.25,98.0,4,2,0.728,True,0,True,True,True,True,True,-4.6,Moderately Soluble,High,True,False,-5.66,False,False,True,False,True,Low,
Oc1ccc(-c2ccc(N3CCN(C4CC4)C3)cc2)c2csc-2c1,7.175,True,C20H20N2OS,336.5,4.47,1,4,26.7,3,24,0.3,100.0,5,1,0.764,True,0,True,True,True,True,False,-5.01,Moderately Soluble,High,True,False,-5.18,False,False,True,True,False,High,
Oc1ccc2c(c1)CCn1c3ccccc3n1CN2Cc1ccccc1O,6.656,True,C22H21N3O2,359.4,4.07,2,3,53.6,2,27,0.18,106.0,5,4,0.567,True,0,True,True,True,True,False,-5.05,Moderately Soluble,High,True,False,-5.6,False,False,True,True,True,High,mannich_A(296)
O=C1C(Cc2ccc(O)cc2)C(c2ccccc2)C1c1ccc(O)cc1,6.966,True,C23H20O3,344.4,4.41,2,3,57.5,4,26,0.17,100.3,4,3,0.737,True,0,True,True,True,True,False,-5.0,Moderately Soluble,High,True,False,-5.27,False,False,True,False,True,Low,
O=C1CCCC2(c3ccccc3)Oc3ccc(O)cc3CN2CC1,6.233,True,C20H21NO3,323.4,3.58,1,4,49.8,1,24,0.35,90.7,4,2,0.871,True,0,True,True,True,True,True,-4.41,Moderately Soluble,High,True,False,-5.73,True,False,True,True,True,Medium,
CCC1(C)Cc2cc(O)ccc2N=C1c1ccc(O)cc1CO,6.621,True,C19H21NO3,311.4,3.68,3,4,73.1,3,23,0.32,90.4,3,2,0.809,True,0,True,True,True,True,True,-4.28,Moderately Soluble,High,False,False,-5.59,False,False,True,True,True,Medium,
CCC1=C2c3ccc(O)cc3SCC2C2=CC=COC2=C1CCN(C)C,7.118,True,C22H25NO2S,367.5,4.97,1,4,32.7,4,26,0.36,108.0,4,1,0.815,True,0,True,True,True,True,False,-5.15,Moderately Soluble,High,True,False,-5.01,False,False,True,True,False,High,
Oc1ccc(-c2cc(-c3ccc(O)nc3)c3cccc-3s2)cc1,7.271,True,C19H13NO2S,319.4,4.99,2,4,53.4,2,23,0.0,92.9,4,2,0.547,True,0,True,True,True,True,False,-5.51,Moderately Soluble,High,True,False,-4.71,False,False,True,False,True,Low,
CCC1=C2c3ccc(O)cc3OCC12c1ccc(OCCN2CCCO2)cc1,6.531,True,C23H25NO4,379.5,3.92,1,5,51.2,6,28,0.39,106.6,5,2,0.825,True,0,True,True,True,True,False,-4.58,Moderately Soluble,High,True,False,-5.83,True,False,True,True,True,Medium,
Oc1ccc(OC2CN(Cc3ccco3)CCc3cc(O)ccc32)cc1,6.567,True,C21H21NO4,351.4,3.87,2,5,66.1,4,26,0.24,97.3,4,3,0.747,True,0,True,True,True,True,True,-4.68,Moderately Soluble,High,True,False,-5.7,False,False,True,True,True,Medium,
CCC1=C(c2ccc(O)cc2)C1=Cc1ccc(O)cc1C(F)(F)F,7.205,True,C19H15F3O2,332.3,5.38,2,2,40.5,3,24,0.16,86.4,3,2,0.792,False,1,True,True,True,False,False,-5.46,Moderately Soluble,High,True,False,-4.51,False,False,True,False,True,Low,
CCCC(=Nc1ccc(O)cc1C)c1ccc(O)cc1,6.437,True,C17H19NO2,269.3,4.33,2,3,52.8,4,20,0.24,82.1,2,2,0.812,True,0,True,True,True,True,False,-4.42,Moderately Soluble,High,True,False,-4.87,False,False,True,True,True,High,
COC(=O)c1cc(O)ccc1C1c2ccc(O)cc2CCN1CC(C)C,6.404,True,C21H25NO4,355.4,3.49,2,5,70.0,4,26,0.38,99.5,3,2,0.822,True,0,True,True,True,True,True,-4.32,Moderately Soluble,High,True,False,-5.99,False,False,True,True,True,Medium,
Oc1ccc(C2=CC(c3cccs3)c3cc(O)ccc32)cc1,7.002,True,C19H14O2S,306.4,4.74,2,3,40.5,2,22,0.05,89.5,4,3,0.718,True,0,True,True,True,True,False,-5.16,Moderately Soluble,High,True,False,-4.8,False,False,True,False,True,Low,
CN(C)c1ccc(-c2ccc(O)cc3cncc2-3)cc1Br,6.376,True,C17H15BrN2O,343.2,4.39,1,3,36.4,2,21,0.12,90.0,3,1,0.75,True,0,True,True,True,True,False,-5.16,Moderately Soluble,High,True,False,-5.28,False,False,True,True,False,High,
CC1C(=O)CCN2C3=CC=C(O)C=CC(c4ccc(O)cc41)C2C3,6.712,True,C20H21NO3,323.4,3.52,2,4,60.8,0,24,0.35,91.9,4,1,0.767,True,0,True,True,True,True,True,-4.25,Moderately Soluble,High,True,False,-5.77,False,False,True,True,False,Medium,
CCC1=C2c3ccc(O)cc3CC2c2ccc(O)cc2CCN1c1ccccn1,7.6,True,C25H24N2O2,384.5,5.02,2,4,56.6,2,29,0.24,115.2,5,3,0.652,False,1,True,True,True,False,False,-5.71,Moderately Soluble,High,True,False,-5.08,False,False,True,True,True,High,
CCN1CCc2cc(O)ccc2C1c1ccc(O)c(Cl)c1,6.506,True,C17H18ClNO2,303.8,3.72,2,3,43.7,2,21,0.29,84.0,3,2,0.888,True,0,True,True,True,True,True,-4.36,Moderately Soluble,High,True,False,-5.51,False,False,True,True,True,Medium,
Oc1ccc2c(c1)OC=C1c3ccc(O)cc3C(Cc3ccccc3)C12,7.03,True,C23H18O3,342.4,4.95,2,3,49.7,2,26,0.13,100.4,5,3,0.692,True,0,True,True,True,True,False,-5.46,Moderately Soluble,High,True,False,-4.87,False,False,True,False,True,Low,
Oc1ccc2c(cc(Cl)c(Sc3cccc(O)c3)cc1)CC2,7.284,True,C18H15ClO2S,330.8,5.13,2,3,40.5,2,22,0.11,90.4,3,2,0.802,False,1,True,True,True,False,False,-5.53,Moderately Soluble,High,True,False,-4.68,False,False,True,False,True,Low,
Oc1ccc(CCN2CCc3cc(O)c(-c4ccc(O)cc4)cc32)cc1,6.744,True,C22H21NO3,347.4,4.08,3,4,63.9,4,26,0.18,102.9,4,3,0.665,True,0,True,True,True,True,False,-4.81,Moderately Soluble,High,True,False,-5.52,False,False,True,True,True,High,
CC1=C(c2ccc(O)cc2)[SH](C)(=O)c2cc(O)ccc21,6.377,True,C16H16O3S,288.4,3.01,3,3,57.5,1,20,0.12,82.4,3,2,0.707,True,0,True,True,True,True,True,-3.9,Soluble,High,True,False,-5.92,False,False,True,False,True,Low,
CC(COc1ccc(N)cc1)c1cc(O)ccc1F,6.058,True,C15H16FNO2,261.3,3.3,2,3,55.5,4,19,0.2,72.8,2,2,0.83,True,0,False,True,True,True,True,-3.74,Soluble,High,True,False,-5.55,False,False,True,True,True,Medium,anil_no_alk(40)
CCC1=C2c3ccc(O)cc3CC2(c2cccc(Cl)c2)C1,6.762,True,C19H17ClO,296.8,5.11,1,1,20.2,2,21,0.26,86.8,4,2,0.817,False,1,True,True,True,False,False,-5.19,Moderately Soluble,High,True,False,-4.48,True,False,True,False,True,Low,
CC(C)N1CCN(c2ccc(O)cc2)C(c2ccc(O)cc2)C1,6.252,True,C19H24N2O2,312.4,3.37,2,4,46.9,3,23,0.37,93.0,3,2,0.912,True,0,True,True,True,True,True,-4.09,Moderately Soluble,High,True,False,-5.81,False,False,True,True,True,Medium,
CC(=O)C1CN(Cc2ccc(O)cc2)C(c2ccccc2)C1=Cc1ccc(O)cc1,7.276,True,C26H25NO3,399.5,4.94,2,4,60.8,5,30,0.19,118.0,4,3,0.638,True,0,True,True,True,True,False,-5.55,Moderately Soluble,High,True,False,-5.23,False,False,True,True,True,High,
CCN1CCN(CCOc2ccc(O)c(C)c2)C2=C(Cc3ccc(O)cc3)C=C21,6.393,True,C24H28N2O3,392.5,3.82,2,5,56.2,7,29,0.33,114.1,4,2,0.75,True,0,True,True,True,True,True,-4.52,Moderately Soluble,High,True,False,-5.98,False,False,True,True,True,Medium,
O=C1CCC23CCC2=CC=C(O)C=CC3c2ccc(O)cc21,6.783,True,C19H18O3,294.4,4.17,2,3,57.5,0,22,0.32,84.0,4,1,0.755,True,0,True,True,True,True,False,-4.49,Moderately Soluble,High,True,False,-5.14,False,False,True,False,False,Low,
CCOc1ccc(N2Cc3ccc(O)cc3CCN2c2ccccc2)c(Cl)c1,6.827,True,C23H23ClN2O2,394.9,5.43,1,4,35.9,4,28,0.22,114.4,4,3,0.64,False,1,True,True,True,False,False,-5.92,Moderately Soluble,High,True,False,-4.85,True,False,True,True,True,High,
